"DATA_YEAR","ORI","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_TYPE_NAME","STATE_ABBR","STATE_NAME","DIVISION_NAME","COUNTY_NAME","REGION_NAME","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","OFFENSE_SUBCAT_ID","OFFENSE_NAME","OFFENSE_SUBCAT_NAME","ACTUAL_COUNT","UNFOUNDED_COUNT","CLEARED_COUNT","JUVENILE_CLEARED_COUNT","actual_count_dev","ACTUAL_COUNT_avg","state_rank","count_of_cases_per_group","count_of_cases_per_state","total_cases_per_state","offense_name_binary","log_actual_count","squared_JUVENILE_CLEARED_COUNT","log_JUVENILE_CLEARED_COUNT","sqrt_CLEARED_COUNT"
2014,"IL0822400","Fairview Heights","","City","IL","Illinois","East North Central","ST CLAIR","Midwest","5","Cities from 10,000 thru 24,999","HTIS","Human Trafficking","Involuntary Servitude",53,0,0,0,-26.125,79.125,79.5,319,100,10000,0,3.98898404656427,0,0,0
2014,"MN0710200","Elk River","","City","MN","Minnesota","West North Central","SHERBURNE","Midwest","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",49,0,0,0,-30.125,79.125,232,319,273,74529,1,3.91202300542815,0,0,0
2014,"MO0951000","Bridgeton","","City","MO","Missouri","West North Central","ST LOUIS","Midwest","5","Cities from 10,000 thru 24,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,64,0,-15.125,79.125,74,319,86,7396,1,4.17438726989564,0,0,8
2014,"TX0700100","Ennis","","City","TX","Texas","West South Central","ELLIS","South","5","Cities from 10,000 thru 24,999","HTIS","Human Trafficking","Involuntary Servitude",64,0,64,0,-15.125,79.125,421.5,319,478,228484,0,4.17438726989564,0,0,8
2014,"TX1082300","Alton","","City","TX","Texas","West South Central","HIDALGO","South","5","Cities from 10,000 thru 24,999","HTIS","Human Trafficking","Involuntary Servitude",182,0,0,0,102.875,79.125,421.5,319,478,228484,0,5.20948615284142,0,0,0
2014,"AZ0071300","Glendale","","City","AZ","Arizona","Mountain","MARICOPA","West","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,0,0,-127.3333333,191.3333333,27,378,42,1764,1,4.17438726989564,0,0,0
2014,"AZ0072500","Scottsdale","","City","AZ","Arizona","Mountain","MARICOPA","West","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",192,0,192,0,0.666666667,191.3333333,27,378,42,1764,1,5.26269018890489,0,0,13.856406460551
2014,"AZ0072900","Tempe","","City","AZ","Arizona","Mountain","MARICOPA","West","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",192,0,192,0,0.666666667,191.3333333,27,378,42,1764,1,5.26269018890489,0,0,13.856406460551
2014,"CO0300400","Lakewood","","City","CO","Colorado","Mountain","JEFFERSON","West","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",54,0,0,0,-137.3333333,191.3333333,65,378,111,12321,1,4.00733318523247,0,0,0
2014,"FL0051200","Palm Bay","","City","FL","Florida","South Atlantic","BREVARD","South","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,128,64,0,-127.3333333,191.3333333,95.5,378,166,27556,1,4.17438726989564,0,0,8
2014,"FL0370300","Tallahassee","","City","FL","Florida","South Atlantic","LEON","South","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,64,0,-127.3333333,191.3333333,95.5,378,166,27556,1,4.17438726989564,0,0,8
2014,"FL0520300","Clearwater","","City","FL","Florida","South Atlantic","PINELLAS","South","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",1600,512,1600,0,1408.666667,191.3333333,95.5,378,166,27556,1,7.37838371299671,0,0,40
2014,"FL0520300","Clearwater","","City","FL","Florida","South Atlantic","PINELLAS","South","2","Cities from 100,000 thru 249,999","HTIS","Human Trafficking","Involuntary Servitude",0,64,0,0,-191.3333333,191.3333333,95.5,378,166,27556,0,0,0,0,0
2014,"TN0330100","Chattanooga","","City","TN","Tennessee","East South Central","HAMILTON","South","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",192,0,192,0,0.666666667,191.3333333,61,378,117,13689,1,5.26269018890489,0,0,13.856406460551
2014,"TX0140400","Killeen","","City","TX","Texas","West South Central","BELL","South","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",192,0,64,0,0.666666667,191.3333333,244.5,378,478,228484,1,5.26269018890489,0,0,8
2014,"TX0310100","Brownsville","","City","TX","Texas","West South Central","CAMERON","South","2","Cities from 100,000 thru 249,999","HTIS","Human Trafficking","Involuntary Servitude",64,0,0,0,-127.3333333,191.3333333,244.5,378,478,228484,0,4.17438726989564,0,0,0
2014,"TX0610600","Lewisville","","City","TX","Texas","West South Central","DALLAS, DENTON","South","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,0,0,-127.3333333,191.3333333,244.5,378,478,228484,1,4.17438726989564,0,0,0
2014,"TX0680200","Odessa","","City","TX","Texas","West South Central","ECTOR, MIDLAND","South","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,0,0,-127.3333333,191.3333333,244.5,378,478,228484,1,4.17438726989564,0,0,0
2014,"TX1011500","Pasadena","","City","TX","Texas","West South Central","HARRIS","South","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",0,64,0,0,-191.3333333,191.3333333,244.5,378,478,228484,1,0,0,0,0
2014,"TX1650100","Midland","","City","TX","Texas","West South Central","MIDLAND","South","2","Cities from 100,000 thru 249,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,0,0,-127.3333333,191.3333333,244.5,378,478,228484,1,4.17438726989564,0,0,0
2014,"IL0090200","Beardstown","","City","IL","Illinois","East North Central","CASS","Midwest","6","Cities from 2,500 thru 9,999","HTCSA","Human Trafficking","Commercial Sex Acts",192,0,0,0,27,165,34.5,229,100,10000,1,5.26269018890489,0,0,0
2014,"IL0163400","Flossmoor","","City","IL","Illinois","East North Central","COOK","Midwest","6","Cities from 2,500 thru 9,999","HTCSA","Human Trafficking","Commercial Sex Acts",576,0,0,0,411,165,34.5,229,100,10000,1,6.3578422665081,0,0,0
2014,"IL0163400","Flossmoor","","City","IL","Illinois","East North Central","COOK","Midwest","6","Cities from 2,500 thru 9,999","HTIS","Human Trafficking","Involuntary Servitude",576,0,0,0,411,165,34.5,229,100,10000,0,6.3578422665081,0,0,0
2014,"IL0601200","Maryville","","City","IL","Illinois","East North Central","MADISON","Midwest","6","Cities from 2,500 thru 9,999","HTCSA","Human Trafficking","Commercial Sex Acts",52,0,0,0,-113,165,34.5,229,100,10000,1,3.97029191355212,0,0,0
2014,"MN0170200","Windom","","City","MN","Minnesota","West North Central","COTTONWOOD","Midwest","6","Cities from 2,500 thru 9,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,64,0,-101,165,58,229,273,74529,1,4.17438726989564,0,0,8
2014,"MN0730600","Waite Park","","City","MN","Minnesota","West North Central","STEARNS","Midwest","6","Cities from 2,500 thru 9,999","HTCSA","Human Trafficking","Commercial Sex Acts",106,0,53,0,-59,165,58,229,273,74529,1,4.67282883446191,0,0,7.28010988928052
2014,"MN0730600","Waite Park","","City","MN","Minnesota","West North Central","STEARNS","Midwest","6","Cities from 2,500 thru 9,999","HTIS","Human Trafficking","Involuntary Servitude",53,0,53,0,-112,165,58,229,273,74529,0,3.98898404656427,0,0,7.28010988928052
2014,"TX0070400","Jourdanton","","City","TX","Texas","West South Central","ATASCOSA","South","6","Cities from 2,500 thru 9,999","HTIS","Human Trafficking","Involuntary Servitude",38,0,38,0,-127,165,285,229,478,228484,0,3.66356164612965,0,0,6.16441400296898
2014,"TX0660300","Freer","","City","TX","Texas","West South Central","DUVAL","South","6","Cities from 2,500 thru 9,999","HTIS","Human Trafficking","Involuntary Servitude",62,0,62,0,-103,165,285,229,478,228484,0,4.14313472639153,0,0,7.87400787401181
2014,"TX0820300","Dilley","","City","TX","Texas","West South Central","FRIO","South","6","Cities from 2,500 thru 9,999","HTIS","Human Trafficking","Involuntary Servitude",42,0,42,0,-123,165,285,229,478,228484,0,3.76120011569356,0,0,6.48074069840786
2014,"TX1080500","Elsa","","City","TX","Texas","West South Central","HIDALGO","South","6","Cities from 2,500 thru 9,999","HTIS","Human Trafficking","Involuntary Servitude",128,0,128,0,-37,165,285,229,478,228484,0,4.85981240436167,0,0,11.3137084989848
2014,"TX1960100","Refugio","","City","TX","Texas","West South Central","REFUGIO","South","6","Cities from 2,500 thru 9,999","HTIS","Human Trafficking","Involuntary Servitude",192,0,0,0,27,165,285,229,478,228484,0,5.26269018890489,0,0,0
2014,"WY0230100","Newcastle","","City","WY","Wyoming","Mountain","WESTON","West","6","Cities from 2,500 thru 9,999","HTIS","Human Trafficking","Involuntary Servitude",64,0,0,0,-101,165,4,229,18,972,0,4.17438726989564,0,0,0
2014,"IL0220600","Downers Grove","","City","IL","Illinois","East North Central","DUPAGE","Midwest","4","Cities from 25,000 thru 49,999","HTCSA","Human Trafficking","Commercial Sex Acts",320,0,0,0,193.1,126.9,51.5,282,100,10000,1,5.77144112313002,0,0,0
2014,"IL0480400","Galesburg","","City","IL","Illinois","East North Central","KNOX","Midwest","4","Cities from 25,000 thru 49,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,0,0,-62.9,126.9,51.5,282,100,10000,1,4.17438726989564,0,0,0
2014,"IL0561200","McHenry","","City","IL","Illinois","East North Central","MCHENRY","Midwest","4","Cities from 25,000 thru 49,999","HTCSA","Human Trafficking","Commercial Sex Acts",128,0,0,0,1.1,126.9,51.5,282,100,10000,1,4.85981240436167,0,0,0
2014,"IL0561200","McHenry","","City","IL","Illinois","East North Central","MCHENRY","Midwest","4","Cities from 25,000 thru 49,999","HTIS","Human Trafficking","Involuntary Servitude",128,0,0,0,1.1,126.9,51.5,282,100,10000,0,4.85981240436167,0,0,0
2014,"IL0810600","Moline","","City","IL","Illinois","East North Central","ROCK ISLAND","Midwest","4","Cities from 25,000 thru 49,999","HTIS","Human Trafficking","Involuntary Servitude",64,0,0,0,-62.9,126.9,51.5,282,100,10000,0,4.17438726989564,0,0,0
2014,"IL0821600","O'Fallon","","City","IL","Illinois","East North Central","ST CLAIR","Midwest","4","Cities from 25,000 thru 49,999","HTCSA","Human Trafficking","Commercial Sex Acts",192,0,0,0,65.1,126.9,51.5,282,100,10000,1,5.26269018890489,0,0,0
2014,"MN0140400","Moorhead","","City","MN","Minnesota","West North Central","CLAY","Midwest","4","Cities from 25,000 thru 49,999","HTCSA","Human Trafficking","Commercial Sex Acts",192,0,128,0,65.1,126.9,110,282,273,74529,1,5.26269018890489,0,0,11.3137084989848
2014,"MT0250100","Helena","","City","MT","Montana","Mountain","LEWIS AND CLARK","West","4","Cities from 25,000 thru 49,999","HTIS","Human Trafficking","Involuntary Servitude",64,0,64,0,-62.9,126.9,8,282,14,392,0,4.17438726989564,0,0,8
2014,"TX1260200","Burleson","","City","TX","Texas","West South Central","JOHNSON, TARRANT","South","4","Cities from 25,000 thru 49,999","HTCSA","Human Trafficking","Commercial Sex Acts",53,0,53,53,-73.9,126.9,326.5,282,478,228484,1,3.98898404656427,2809,3.98898404656427,7.28010988928052
2014,"TX1740200","Nacogdoches","","City","TX","Texas","West South Central","NACOGDOCHES","South","4","Cities from 25,000 thru 49,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,0,0,-62.9,126.9,326.5,282,478,228484,1,4.17438726989564,0,0,0
2014,"AK0010100","Anchorage","","City","AK","Alaska","Pacific","ANCHORAGE","West","1C","Cities from 250,000 thru 499,999","HTCSA","Human Trafficking","Commercial Sex Acts",128,0,0,0,-133.8181818,261.8181818,9,164,15,450,1,4.85981240436167,0,0,0
2014,"CO0010100","Aurora","","City","CO","Colorado","Mountain","ADAMS, ARAPAHOE, DOUGLAS","West","1C","Cities from 250,000 thru 499,999","HTCSA","Human Trafficking","Commercial Sex Acts",192,0,192,0,-69.81818182,261.8181818,38,164,111,12321,1,5.26269018890489,0,0,13.856406460551
2014,"FL0480400","Orlando","","City","FL","Florida","South Atlantic","ORANGE","South","1C","Cities from 250,000 thru 499,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,128,64,0,-197.8181818,261.8181818,49.5,164,166,27556,1,4.17438726989564,0,0,8
2014,"FL0521400","St. Petersburg","","City","FL","Florida","South Atlantic","PINELLAS","South","1C","Cities from 250,000 thru 499,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,64,0,-197.8181818,261.8181818,49.5,164,166,27556,1,4.17438726989564,0,0,8
2014,"MN0271100","Minneapolis","","City","MN","Minnesota","West North Central","HENNEPIN","Midwest","1C","Cities from 250,000 thru 499,999","HTCSA","Human Trafficking","Commercial Sex Acts",576,64,320,0,314.1818182,261.8181818,19.5,164,273,74529,1,6.3578422665081,0,0,17.8885438199983
2014,"MN0620900","St. Paul","","City","MN","Minnesota","West North Central","RAMSEY","Midwest","1C","Cities from 250,000 thru 499,999","HTCSA","Human Trafficking","Commercial Sex Acts",1088,0,256,0,826.1818182,261.8181818,19.5,164,273,74529,1,6.99301512293296,0,0,16
2014,"MOSPD0000","St. Louis","","City","MO","Missouri","West North Central","ST LOUIS CITY","Midwest","1C","Cities from 250,000 thru 499,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,0,0,-197.8181818,261.8181818,21,164,86,7396,1,4.17438726989564,0,0,0
2014,"OK0720500","Tulsa","","City","OK","Oklahoma","West South Central","OSAGE, TULSA, WAGONER","South","1C","Cities from 250,000 thru 499,999","HTCSA","Human Trafficking","Commercial Sex Acts",128,0,128,0,-133.8181818,261.8181818,21,164,38,1444,1,4.85981240436167,0,0,11.3137084989848
2014,"TX1780200","Corpus Christi","","City","TX","Texas","West South Central","NUECES","South","1C","Cities from 250,000 thru 499,999","HTCSA","Human Trafficking","Commercial Sex Acts",192,0,64,0,-69.81818182,261.8181818,154,164,478,228484,1,5.26269018890489,0,0,8
2014,"TX1780200","Corpus Christi","","City","TX","Texas","West South Central","NUECES","South","1C","Cities from 250,000 thru 499,999","HTIS","Human Trafficking","Involuntary Servitude",128,0,0,0,-133.8181818,261.8181818,154,164,478,228484,0,4.85981240436167,0,0,0
2014,"TX2200100","Arlington","","City","TX","Texas","West South Central","TARRANT","South","1C","Cities from 250,000 thru 499,999","HTCSA","Human Trafficking","Commercial Sex Acts",256,0,192,64,-5.818181818,261.8181818,154,164,478,228484,1,5.54907608489522,4096,4.17438726989564,13.856406460551
2014,"AZ0070300","Buckeye","","City","AZ","Arizona","Mountain","MARICOPA","West","3","Cities from 50,000 thru 99,999","HTCSA","Human Trafficking","Commercial Sex Acts",106,0,106,0,3.6,102.4,37,370,42,1764,1,4.67282883446191,0,0,10.295630140987
2014,"AZ0070300","Buckeye","","City","AZ","Arizona","Mountain","MARICOPA","West","3","Cities from 50,000 thru 99,999","HTIS","Human Trafficking","Involuntary Servitude",0,0,53,0,-102.4,102.4,37,370,42,1764,0,0,0,0,7.28010988928052
2014,"AZ0071500","Goodyear","","City","AZ","Arizona","Mountain","MARICOPA","West","3","Cities from 50,000 thru 99,999","HTCSA","Human Trafficking","Commercial Sex Acts",300,0,50,0,197.6,102.4,37,370,42,1764,1,5.70711026474888,0,0,7.07106781186548
2014,"CO0620200","Greeley","","City","CO","Colorado","Mountain","WELD","West","3","Cities from 50,000 thru 99,999","HTCSA","Human Trafficking","Commercial Sex Acts",256,0,256,0,153.6,102.4,98,370,111,12321,1,5.54907608489522,0,0,16
2014,"FL0580100","Sarasota","","City","FL","Florida","South Atlantic","SARASOTA","South","3","Cities from 50,000 thru 99,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,64,0,-38.4,102.4,145,370,166,27556,1,4.17438726989564,0,0,8
2014,"MI3949900","Kalamazoo","","City","MI","Michigan","East North Central","KALAMAZOO","Midwest","3","Cities from 50,000 thru 99,999","HTIS","Human Trafficking","Involuntary Servitude",64,0,0,0,-38.4,102.4,72,370,115,13225,0,4.17438726989564,0,0,0
2014,"MN0191100","Lakeville","","City","MN","Minnesota","West North Central","DAKOTA","Midwest","3","Cities from 50,000 thru 99,999","HTCSA","Human Trafficking","Commercial Sex Acts",53,0,0,0,-49.4,102.4,176,370,273,74529,1,3.98898404656427,0,0,0
2014,"MN0191100","Lakeville","","City","MN","Minnesota","West North Central","DAKOTA","Midwest","3","Cities from 50,000 thru 99,999","HTIS","Human Trafficking","Involuntary Servitude",53,0,0,0,-49.4,102.4,176,370,273,74529,0,3.98898404656427,0,0,0
2014,"MN0271200","Minnetonka","","City","MN","Minnesota","West North Central","HENNEPIN","Midwest","3","Cities from 50,000 thru 99,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,0,0,-38.4,102.4,176,370,273,74529,1,4.17438726989564,0,0,0
2014,"WA0173600","Federal Way","","City","WA","Washington","Pacific","KING","West","3","Cities from 50,000 thru 99,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,64,0,-38.4,102.4,74,370,90,8100,1,4.17438726989564,0,0,8
2014,"AZ0100300","Tucson","","City","AZ","Arizona","Mountain","PIMA","West","1B","Cities from 500,000 thru 999,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,0,0,-576,640,8,141,42,1764,1,4.17438726989564,0,0,0
2014,"HI0020000","Honolulu","","City","HI","Hawaii","Pacific","HONOLULU","West","1B","Cities from 500,000 thru 999,999","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,0,0,-576,640,4,141,9,243,1,4.17438726989564,0,0,0
2014,"OK0550600","Oklahoma City","","City","OK","Oklahoma","West South Central","CANADIAN, CLEVELAND, OKLAHOMA","South","1B","Cities from 500,000 thru 999,999","HTCSA","Human Trafficking","Commercial Sex Acts",512,0,320,0,-128,640,5,141,38,1444,1,6.24027584517077,0,0,17.8885438199983
2014,"TN0190100","Metropolitan Nashville Police Department","","City","TN","Tennessee","East South Central","DAVIDSON","South","1B","Cities from 500,000 thru 999,999","HTCSA","Human Trafficking","Commercial Sex Acts",192,0,128,0,-448,640,9,141,117,13689,1,5.26269018890489,0,0,11.3137084989848
2014,"TNMPD0000","Memphis","","City","TN","Tennessee","East South Central","SHELBY","South","1B","Cities from 500,000 thru 999,999","HTCSA","Human Trafficking","Commercial Sex Acts",1536,0,512,0,896,640,9,141,117,13689,1,7.3375877435386,0,0,22.6274169979695
2014,"TNMPD0000","Memphis","","City","TN","Tennessee","East South Central","SHELBY","South","1B","Cities from 500,000 thru 999,999","HTIS","Human Trafficking","Involuntary Servitude",64,0,0,0,-576,640,9,141,117,13689,0,4.17438726989564,0,0,0
2014,"TX0710200","El Paso","","City","TX","Texas","West South Central","EL PASO","South","1B","Cities from 500,000 thru 999,999","HTIS","Human Trafficking","Involuntary Servitude",64,0,0,0,-576,640,59.5,141,478,228484,0,4.17438726989564,0,0,0
2014,"TX2201200","Fort Worth","","City","TX","Texas","West South Central","DENTON, PARKER, TARRANT","South","1B","Cities from 500,000 thru 999,999","HTCSA","Human Trafficking","Commercial Sex Acts",128,0,128,0,-512,640,59.5,141,478,228484,1,4.85981240436167,0,0,11.3137084989848
2014,"TX2270100","Austin","","City","TX","Texas","West South Central","HAYS, TRAVIS, WILLIAMSON","South","1B","Cities from 500,000 thru 999,999","HTCSA","Human Trafficking","Commercial Sex Acts",640,0,0,0,0,640,59.5,141,478,228484,1,6.46302945692067,0,0,0
2014,"TX2270100","Austin","","City","TX","Texas","West South Central","HAYS, TRAVIS, WILLIAMSON","South","1B","Cities from 500,000 thru 999,999","HTIS","Human Trafficking","Involuntary Servitude",3968,0,0,0,3328,640,59.5,141,478,228484,0,8.28626945278307,0,0,0
2014,"WIMPD0000","Milwaukee","","City","WI","Wisconsin","East North Central","MILWAUKEE","Midwest","1B","Cities from 500,000 thru 999,999","HTCSA","Human Trafficking","Commercial Sex Acts",384,0,256,0,-256,640,5.5,141,144,20736,1,5.95324333428778,0,0,16
2014,"WIMPD0000","Milwaukee","","City","WI","Wisconsin","East North Central","MILWAUKEE","Midwest","1B","Cities from 500,000 thru 999,999","HTIS","Human Trafficking","Involuntary Servitude",64,0,64,0,-576,640,5.5,141,144,20736,0,4.17438726989564,0,0,8
2014,"IL0162900","East Hazel Crest","","City","IL","Illinois","East North Central","COOK","Midwest","7","Cities under 2,500","HTCSA","Human Trafficking","Commercial Sex Acts",52,0,0,0,14.33333333,37.66666667,99.5,82,100,10000,1,3.97029191355212,0,0,0
2014,"IL1000500","Cambria","","City","IL","Illinois","East North Central","WILLIAMSON","Midwest","7","Cities under 2,500","HTCSA","Human Trafficking","Commercial Sex Acts",14,0,0,0,-23.66666667,37.66666667,99.5,82,100,10000,1,2.70805020110221,0,0,0
2014,"TN0070300","Caryville","","City","TN","Tennessee","East South Central","CAMPBELL","South","7","Cities under 2,500","HTCSA","Human Trafficking","Commercial Sex Acts",47,0,0,0,9.333333333,37.66666667,117,82,117,13689,1,3.87120101090789,0,0,0
2014,"CO0300000","Jefferson","","County","CO","Colorado","Mountain","JEFFERSON","West","9A","MSA counties 100,000 or over","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,0,0,-110.9333333,174.9333333,70,312,111,12321,1,4.17438726989564,0,0,0
2014,"FL0110000","Collier","","County","FL","Florida","South Atlantic","COLLIER","South","9A","MSA counties 100,000 or over","HTCSA","Human Trafficking","Commercial Sex Acts",768,0,256,0,593.0666667,174.9333333,102,312,166,27556,1,6.64509096950564,0,0,16
2014,"FL0110000","Collier","","County","FL","Florida","South Atlantic","COLLIER","South","9A","MSA counties 100,000 or over","HTIS","Human Trafficking","Involuntary Servitude",0,128,0,0,-174.9333333,174.9333333,102,312,166,27556,0,0,0,0,0
2014,"FL0290000","Hillsborough","","County","FL","Florida","South Atlantic","HILLSBOROUGH","South","9A","MSA counties 100,000 or over","HTCSA","Human Trafficking","Commercial Sex Acts",256,128,0,0,81.06666667,174.9333333,102,312,166,27556,1,5.54907608489522,0,0,0
2014,"FL0290000","Hillsborough","","County","FL","Florida","South Atlantic","HILLSBOROUGH","South","9A","MSA counties 100,000 or over","HTIS","Human Trafficking","Involuntary Servitude",0,64,0,0,-174.9333333,174.9333333,102,312,166,27556,0,0,0,0,0
2014,"FL0360000","Lee","","County","FL","Florida","South Atlantic","LEE","South","9A","MSA counties 100,000 or over","HTCSA","Human Trafficking","Commercial Sex Acts",64,0,0,0,-110.9333333,174.9333333,102,312,166,27556,1,4.17438726989564,0,0,0
